full_path,age,gender,pixels
['42/14649142_1978-01-25_2009.jpg'],31,1.0,[218. 227. 226. ...  17.  22.  25.]
['06/14649906_1977-08-11_2008.jpg'],31,0.0,[  3.  42. 135. ...  97. 230. 255.]
['77/14649977_1984-03-26_2008.jpg'],24,1.0,[19.  1.  1. ... 20. 15. 12.]
['16/14650116_1985-10-14_2008.jpg'],23,0.0,[231. 236. 239. ... 146. 112. 100.]
['40/1465040_1924-12-22_1965.jpg'],41,1.0,[173. 173. 173. ... 221. 221. 221.]
['13/14650613_1920-12-15_1975.jpg'],55,1.0,[73. 73. 73. ... 73. 73. 73.]
['93/1465093_1967-10-31_2012.jpg'],45,0.0,[ 59.  38.  45. ... 150. 136. 127.]
['99/14651499_1936-01-28_1967.jpg'],31,1.0,[ 43.  43.  43. ... 193. 193. 193.]
['84/1465184_1950-01-05_1995.jpg'],45,1.0,[138. 112.  77. ...  28.  15.  25.]
['72/1465672_1963-07-02_2010.jpg'],47,1.0,[123.  83. 135. ... 128.  91. 132.]
['70/1465770_1926-10-24_1955.jpg'],29,1.0,[ 50. 106. 123. ... 232. 170. 147.]
['14/14659614_1965-03-09_1988.jpg'],23,1.0,[41. 41. 41. ... 35. 35. 35.]
['19/14659819_1967-02-25_2009.jpg'],42,1.0,[162. 129. 124. ... 255. 255. 255.]
['54/14660154_1988-07-21_2011.jpg'],23,1.0,[ 49.  48.  53. ... 185.  39.  39.]
['82/14660182_1961-08-24_2013.jpg'],52,1.0,[106. 130.  82. ...  79.  93.  57.]
['57/14661857_1944-09-11_2012.jpg'],68,1.0,[104.  57.  39. ...  48.  31.  21.]
['12/14662012_1904-04-22_1957.jpg'],53,1.0,[17. 17. 17. ... 16. 16. 16.]
['16/14663816_1982-09-06_2009.jpg'],27,1.0,[66. 46. 39. ... 44. 42. 55.]
['45/14664145_1948-02-29_2008.jpg'],60,1.0,[108.  51.  42. ...   0.   2.   1.]
['68/1466668_1975-02-05_2012.jpg'],37,1.0,[246. 246. 246. ... 200. 201. 205.]
['02/1466702_1976-08-15_2005.jpg'],29,1.0,[ 99. 134.  44. ... 213.  50.  45.]
['39/14667339_1982-02-01_2012.jpg'],30,1.0,[ 21.  21.  21. ... 204.  47.  38.]
['47/14669947_1931-10-01_2009.jpg'],78,1.0,[240. 144. 102. ...  16.  15.  13.]
['86/14670286_1986-06-13_2013.jpg'],27,1.0,[ 51.  63.  89. ... 239. 114. 110.]
['60/1467060_1987-02-01_2011.jpg'],24,1.0,[105. 193. 241. ...  17.  20.  25.]
['58/1467158_1980-10-08_2011.jpg'],31,1.0,[ 65. 135.  36. ...  69. 134.  40.]
['48/14671948_1977-04-22_2012.jpg'],35,1.0,[154. 135. 103. ... 126. 132. 128.]
['86/14671986_1970-06-07_2006.jpg'],36,1.0,[10. 10. 10. ... 74. 77. 82.]
['05/1467205_1951-09-25_2009.jpg'],58,1.0,[189. 167. 126. ...  40.  44.  47.]
['68/14672468_1940-04-27_2012.jpg'],72,1.0,[253. 244. 227. ... 171. 181. 172.]
['80/14672580_1907-06-16_1946.jpg'],39,1.0,[ 88.  88.  88. ... 122. 122. 122.]
['91/1467291_1953-08-30_2005.jpg'],52,1.0,[ 35.  35.  35. ... 247. 239. 216.]
['63/14673063_1985-09-04_2014.jpg'],29,1.0,[10. 11.  6. ... 41. 38. 57.]
['46/14673746_1957-06-06_2009.jpg'],52,1.0,[ 2.  2.  2. ... 16. 16. 16.]
['04/14673904_1984-06-05_2008.jpg'],24,1.0,[ 95. 121.  47. ...   9.  17.  20.]
['52/146752_1922-02-13_2010.jpg'],88,1.0,[79. 57. 36. ... 34. 40. 56.]
['18/1467618_1934-10-04_1955.jpg'],21,1.0,[213. 213. 185. ...   6.  12.   2.]
['73/1467673_1935-07-13_1964.jpg'],29,0.0,[110. 110. 110. ...  47.  47.  47.]
['87/14677187_1937-02-18_1995.jpg'],58,1.0,[ 85.  85.  85. ... 204. 204. 204.]
['46/14677946_1905-03-27_1952.jpg'],47,1.0,[130. 130. 130. ...  40.  35.  29.]
['05/1467805_1985-05-02_2015.jpg'],30,1.0,[ 43.  41.  29. ... 200. 191. 182.]
['22/14678222_1981-06-21_2011.jpg'],30,0.0,[ 18.  18.  18. ... 223. 185. 176.]
['04/14678904_1963-02-22_2009.jpg'],46,1.0,[ 88. 108. 107. ...  96.  84.  72.]
['96/1467896_1933-11-25_2011.jpg'],78,1.0,[230. 234. 233. ... 187. 169. 167.]
['08/1467908_1927-01-01_1948.jpg'],21,1.0,[94. 94. 94. ... 60. 60. 60.]
['28/1467928_1950-01-26_2001.jpg'],51,1.0,[ 74.  61.  68. ... 193. 159. 134.]
['56/14680056_1984-07-21_2013.jpg'],29,0.0,[196. 203. 211. ... 184. 144. 134.]
['14/14680814_1912-11-03_1971.jpg'],59,1.0,[29. 64. 86. ...  6. 27. 44.]
['59/14681659_1987-08-05_2007.jpg'],20,1.0,[ 88.   3.   6. ... 180. 202. 200.]
['72/1468272_1955-03-29_2014.jpg'],59,1.0,[ 0.  0.  0. ... 64. 64. 64.]
['59/14682759_1988-02-07_2014.jpg'],26,1.0,[206. 209. 192. ... 162. 154.  91.]
['57/14684457_1956-10-09_2012.jpg'],56,1.0,[117. 152.   0. ... 137. 137. 125.]
['45/14684945_1953-04-24_2008.jpg'],55,1.0,[171. 137.  65. ... 125.  91.  64.]
['04/1468504_1961-11-14_2000.jpg'],39,1.0,[212. 220. 197. ...  19.  31.  31.]
['04/1468604_1928-07-14_1950.jpg'],22,0.0,[194. 194. 194. ... 185. 185. 185.]
['61/146861_1926-07-21_2012.jpg'],86,1.0,[59. 42. 35. ... 10. 10. 10.]
['35/1468635_1974-06-18_2012.jpg'],38,1.0,[170. 157. 141. ...  28.  21.  52.]
['10/14687510_1986-08-06_2010.jpg'],24,1.0,[ 36.  40.  43. ... 151. 142. 143.]
['84/14687584_1987-01-13_2011.jpg'],24,1.0,[ 44. 121. 177. ... 226. 242. 255.]
['17/14687717_1989-07-15_2011.jpg'],22,1.0,[194. 193. 189. ... 152.  90.  67.]
['66/1468866_1921-09-12_1962.jpg'],41,1.0,[56. 56. 56. ... 25. 25. 25.]
['28/14689328_1984-11-25_2009.jpg'],25,1.0,[ 54.  70.  43. ... 231. 229. 240.]
['75/1468975_1978-04-26_2012.jpg'],34,1.0,[154. 160. 182. ... 175.  24.  31.]
['32/14690232_1986-11-24_2007.jpg'],21,0.0,[224. 199. 203. ... 251. 235. 201.]
['24/14690424_1967-08-01_2013.jpg'],46,1.0,[220. 229. 228. ... 211. 220. 235.]
['90/14691090_1918-05-02_1986.jpg'],68,1.0,[ 67.  97. 121. ...  14.  17.  34.]
['79/14691279_1954-04-10_1964.jpg'],10,0.0,[212. 212. 212. ... 255. 255. 255.]
['11/1469211_1977-04-28_2014.jpg'],37,1.0,[ 25.  40.  47. ... 240.  32.  58.]
['82/14694782_1986-12-13_2012.jpg'],26,1.0,[111.  12.  32. ...  70. 146.  99.]
['69/14696269_1976-06-25_2005.jpg'],29,1.0,[166. 177. 195. ... 188. 172. 147.]
['69/146969_1940-09-05_2010.jpg'],70,0.0,[200. 166. 121. ... 236. 171. 129.]
['39/1469739_1961-10-23_1996.jpg'],35,1.0,[ 93.  87.  87. ... 150. 180. 191.]
['10/1469810_1957-09-08_2010.jpg'],53,1.0,[128. 160. 145. ... 109.  31.  21.]
['28/1469828_1974-12-03_2010.jpg'],36,1.0,[170. 169. 175. ...  93.  94.  96.]
['31/1469931_1975-09-15_2000.jpg'],25,1.0,[254. 254. 220. ...  53.  57.  68.]
['11/14699511_1986-08-20_2009.jpg'],23,1.0,[224. 234. 233. ...  18.  20.  32.]
['79/14699779_1965-03-11_1996.jpg'],31,0.0,[ 73. 106. 115. ... 177. 186. 181.]
['18/14699918_1989-04-29_2014.jpg'],25,1.0,[ 29.  32.  41. ... 167. 165. 214.]
['84/24602884_1986-03-03_2012.jpg'],26,0.0,[154. 157.  80. ... 255.  66.  98.]
['28/2460328_1958-09-16_2006.jpg'],48,0.0,[35. 37. 36. ...  3.  2.  8.]
['08/24603608_1922-10-08_1967.jpg'],45,1.0,[9. 9. 9. ... 4. 4. 4.]
['53/24604653_1943-01-12_2008.jpg'],65,1.0,[252. 253. 247. ... 190. 166. 122.]
['30/24604830_1981-08-09_2012.jpg'],31,0.0,[149.  88.  69. ... 165. 120. 115.]
['90/2460590_1961-06-24_2012.jpg'],51,1.0,[120. 122. 119. ...  21.  21.  21.]
['55/24607755_1933-09-18_1970.jpg'],37,1.0,[ 84.  84.  84. ... 230. 230. 230.]
['42/24609442_1938-04-08_2009.jpg'],71,1.0,[22. 41. 39. ... 32. 49. 31.]
['53/24609453_1966-11-22_2001.jpg'],35,0.0,[16. 13.  4. ... 20. 19. 14.]
['77/2461077_1960-04-16_2006.jpg'],46,1.0,[140. 114.  79. ... 127. 106.  87.]
['24/246124_1970-03-12_2007.jpg'],37,1.0,[ 4.  4.  4. ... 34. 30. 27.]
['30/2461430_1919-10-10_1997.jpg'],78,1.0,[124.  80.  43. ...  20.  20.  22.]
['45/24614445_1897-11-21_1953.jpg'],56,1.0,[139. 139. 139. ...  92.  92.  92.]
['30/24615630_1987-10-11_2013.jpg'],26,1.0,[33. 40. 32. ... 46. 46. 48.]
['29/24615929_1944-09-02_2010.jpg'],66,1.0,[59. 15.  4. ... 43. 24.  0.]
['97/2461597_1981-07-28_2009.jpg'],28,1.0,[152.  62.  72. ...  70.  64.  66.]
['85/246185_1978-08-23_2014.jpg'],36,1.0,[ 21.  26.  48. ... 138. 116.  92.]
['86/246186_1929-02-15_1969.jpg'],40,1.0,[126. 144. 158. ...  49.  44.  50.]
['14/2462014_1975-08-05_2009.jpg'],34,1.0,[ 6.  5. 10. ... 20. 23. 16.]
['04/2462404_1974-09-30_2015.jpg'],41,1.0,[147. 184. 237. ... 188. 137. 133.]
['83/2462583_1935-10-12_1961.jpg'],26,1.0,[226. 227. 229. ... 176. 176. 176.]
['92/24626692_1996-02-01_2013.jpg'],17,0.0,[ 45.  45.  45. ... 156. 156. 156.]
['57/24626957_1944-02-24_2008.jpg'],64,1.0,[51. 61. 73. ... 34. 65. 68.]
['80/246280_1930-07-14_1953.jpg'],23,0.0,[248. 248. 248. ... 244. 243. 249.]
['46/2462946_1956-10-02_2011.jpg'],55,1.0,[216. 208. 101. ...  54.  50.  41.]
['09/246309_1966-11-23_2011.jpg'],45,1.0,[179. 192. 198. ... 179. 192. 198.]
['30/24630_1971-10-25_2010.jpg'],39,1.0,[ 14.  23.  18. ...   0.  29. 107.]
['11/2463111_1961-02-07_2011.jpg'],50,1.0,[ 35.  46.  38. ...   1. 125. 223.]
['07/24633507_1982-10-08_2008.jpg'],26,1.0,[97. 80. 54. ... 17. 13. 10.]
['62/24633662_1982-05-18_2011.jpg'],29,0.0,[118.   2.  25. ...  45.   4.   2.]
['83/2463383_1963-06-26_1996.jpg'],33,1.0,[ 87. 121. 166. ...  54.   6.  66.]
['74/24634174_1989-06-09_2011.jpg'],22,1.0,[10.  8. 22. ... 12. 13.  8.]
['23/2463623_1926-11-18_1999.jpg'],73,1.0,[30. 30. 30. ... 25. 25. 25.]
['46/24640146_1989-01-27_2013.jpg'],24,0.0,[ 72.  63.  58. ... 144. 124. 115.]
['35/2464235_1985-04-02_2010.jpg'],25,1.0,[ 5.  5.  7. ...  8.  7. 21.]
['16/24642416_1982-11-30_2014.jpg'],32,0.0,[ 49.  70. 115. ...  33.  40.  46.]
['24/2464424_1942-07-04_2008.jpg'],66,1.0,[ 10.  12.   9. ... 221. 201.  68.]
['21/24644621_1964-12-15_2010.jpg'],46,1.0,[2. 2. 2. ... 3. 3. 3.]
['73/246473_1974-07-26_2015.jpg'],41,1.0,[249. 249. 249. ...  23.  23.  23.]
['31/24647431_1973-11-11_2013.jpg'],40,1.0,[ 9.  9.  7. ... 21. 18. 13.]
['27/24648727_1991-07-09_2010.jpg'],19,0.0,[ 72.  85.  78. ... 148. 135. 126.]
['36/24648736_1991-08-06_2009.jpg'],18,0.0,[ 51.  76. 133. ...  21.  17.  18.]
['43/24648743_1983-01-23_2014.jpg'],31,0.0,[ 1.  1.  1. ... 17. 12.  8.]
['20/24650220_1991-09-08_2013.jpg'],22,1.0,[193.  28.  42. ... 243. 237. 237.]
['13/246513_1945-07-07_2007.jpg'],62,0.0,[169. 119.  56. ...  41.  22.  15.]
['15/24653815_1985-09-17_2011.jpg'],26,1.0,[ 1.  1.  1. ... 94. 49. 10.]
['37/2465537_1968-01-12_2007.jpg'],39,1.0,[240. 240. 240. ...  20.  20.  20.]
['59/2465559_1968-10-12_2005.jpg'],37,1.0,[91. 83. 62. ... 30. 78. 80.]
['31/24655831_1978-12-27_2014.jpg'],36,1.0,[170. 183. 200. ... 212. 229. 239.]
['62/246562_1949-10-09_1987.jpg'],38,0.0,[ 16.  18.  17. ... 195. 208. 199.]
['71/2465671_1957-03-15_2011.jpg'],54,1.0,[46. 64. 88. ... 29. 27. 28.]
['89/2465689_1925-06-06_1974.jpg'],49,0.0,[138. 143. 120. ...  85.  77.  92.]
['39/24657439_1967-12-13_2013.jpg'],46,0.0,[ 7. 16. 83. ... 55. 40. 35.]
['62/24663262_1976-03-14_2014.jpg'],38,1.0,[116. 133. 141. ...  74.  75.  69.]
['41/24665841_1971-12-12_2009.jpg'],38,0.0,[223. 211. 189. ...  16.   8.  19.]
['76/246676_1938-06-19_2001.jpg'],63,1.0,[ 20.  20.  12. ... 158. 155. 172.]
['29/24668829_1933-06-13_1964.jpg'],31,1.0,[81. 81. 81. ... 45. 45. 45.]
['87/24677287_1976-12-27_2015.jpg'],39,1.0,[ 16.  31. 134. ... 220. 209. 217.]
['39/24680339_1940-08-23_1989.jpg'],49,0.0,[68. 56. 70. ... 62. 49. 56.]
['92/24682092_1958-07-18_2008.jpg'],50,1.0,[240. 238. 226. ...  33.  38.  34.]
['27/24682127_1969-09-10_2007.jpg'],38,0.0,[ 8.  7.  3. ... 49. 28. 23.]
['16/2468316_1985-06-30_2013.jpg'],28,1.0,[33. 27. 31. ...  9.  6. 25.]
['36/2468336_1953-05-22_2015.jpg'],62,1.0,[71. 71. 71. ... 63. 63. 63.]
['93/2468393_1977-08-14_2005.jpg'],28,1.0,[124. 111. 103. ... 214. 163. 110.]
['50/24694850_1957-06-26_1974.jpg'],17,1.0,[ 57.  57.  57. ... 237. 237. 237.]
['14/24695314_1988-11-14_2015.jpg'],27,1.0,[19.  0.  0. ... 12.  2.  3.]
['28/24696928_1910-07-14_1955.jpg'],45,1.0,[105. 105. 105. ... 104. 104. 104.]
['28/34601128_1989-01-24_2015.jpg'],26,1.0,[216. 220. 223. ... 205. 203. 214.]
['43/3460143_1985-07-17_2005.jpg'],20,1.0,[195. 227. 248. ... 164. 162. 175.]
['37/34602537_1981-02-26_2014.jpg'],33,0.0,[ 93.  88.  92. ... 174.  25.  55.]
['97/34602997_1971-05-25_2008.jpg'],37,1.0,[50. 43. 37. ... 24. 25. 30.]
['84/34607084_1995-06-21_2012.jpg'],17,0.0,[13. 17. 16. ... 71. 57. 44.]
['75/346075_1975-04-09_2011.jpg'],36,1.0,[ 6.  4.  7. ... 51. 51. 51.]
['31/34609931_1903-05-10_2003.jpg'],100,1.0,[190. 167. 153. ... 133.  97.  73.]
['45/34610645_1991-08-13_2012.jpg'],21,1.0,[155. 122. 129. ... 234. 239. 243.]
['64/34611864_1984-01-03_2012.jpg'],28,1.0,[69. 72. 77. ... 77. 75. 76.]
['53/34614053_1991-02-06_2013.jpg'],22,0.0,[ 95. 109.  94. ...  42.  45.  52.]
['17/34614717_1985-04-11_2010.jpg'],25,0.0,[254. 254. 254. ... 253. 255. 254.]
['14/3461614_1934-05-05_1983.jpg'],49,1.0,[ 17.  17.   5. ... 144. 112. 101.]
['00/346200_1968-12-09_2005.jpg'],37,1.0,[131.  48.  34. ... 171. 110.  63.]
['03/346203_1959-05-20_2012.jpg'],53,1.0,[ 85.  59.  68. ... 233.  57.  77.]
['12/34625212_1993-03-04_2013.jpg'],20,1.0,[  6.  45. 100. ... 130. 172. 248.]
['53/34626453_1983-07-22_2013.jpg'],30,0.0,[ 79.  98.  66. ... 188. 150. 129.]
['05/34628005_1990-07-02_2013.jpg'],23,1.0,[12. 13. 18. ... 99. 73. 38.]
['67/34628367_1983-03-16_2010.jpg'],27,1.0,[ 52.  11.  15. ... 211. 208. 251.]
['25/34629325_1992-10-01_2015.jpg'],23,1.0,[166. 157.  52. ... 227. 220. 251.]
['85/34629985_1948-02-16_2008.jpg'],60,1.0,[234. 234. 226. ... 253. 197. 180.]
['64/34630464_1956-12-06_2001.jpg'],45,1.0,[162. 158. 121. ... 190. 203. 219.]
['01/34634201_1965-05-04_2007.jpg'],42,1.0,[212. 221. 236. ... 235. 228. 235.]
['50/346350_1944-11-21_2013.jpg'],69,1.0,[ 93.  97.  36. ... 148. 124.  90.]
['51/34639051_1961-09-21_2010.jpg'],49,1.0,[  3.   1.   2. ... 149. 137. 123.]
['65/3463965_1964-08-23_2010.jpg'],46,1.0,[14. 12. 13. ... 74. 67. 48.]
['66/34639966_1990-03-31_2013.jpg'],23,1.0,[187. 197. 162. ...  24.  19.  25.]
['02/34640902_1990-05-30_2013.jpg'],23,1.0,[139.  95.  92. ... 240. 213. 222.]
['75/34641675_1989-08-01_2013.jpg'],24,1.0,[ 70.  23.  29. ... 126.  81. 114.]
['99/34643099_1993-03-14_2013.jpg'],20,1.0,[110. 112. 109. ...  24.  23.  28.]
['38/3464338_1931-11-16_1960.jpg'],29,1.0,[ 87. 129. 167. ... 248. 222. 171.]
['27/34644627_1987-01-30_2012.jpg'],25,1.0,[228. 234. 255. ... 120.   3.  12.]
['48/34645148_1992-11-11_2013.jpg'],21,0.0,[ 2.  6. 15. ...  6. 17. 19.]
['83/34648083_1967-10-03_2013.jpg'],46,1.0,[238. 224. 198. ...  63.  53.  87.]
['96/3465096_1964-10-29_2010.jpg'],46,1.0,[ 3. 29. 80. ... 65. 65. 77.]
['55/3465155_1957-01-31_2011.jpg'],54,1.0,[153. 208. 185. ... 140. 146. 168.]
['90/34652490_1990-03-02_2011.jpg'],21,1.0,[134. 160. 147. ... 192.  67.  61.]
['36/34653036_1990-10-06_2014.jpg'],24,0.0,[250. 254. 253. ... 145. 150. 250.]
['84/34655784_1994-08-01_2014.jpg'],20,0.0,[ 12.  12.  12. ... 172. 124.  78.]
['43/34656543_1915-08-02_1982.jpg'],67,0.0,[245. 245. 245. ...  22.  22.  22.]
['90/34656890_1982-09-15_2014.jpg'],32,0.0,[65. 74. 47. ...  2.  0. 22.]
['37/34659137_1991-05-13_2013.jpg'],22,1.0,[134. 136. 157. ... 128. 145.  91.]
['04/3466204_1901-07-10_1959.jpg'],58,1.0,[255. 255. 255. ... 221. 221. 221.]
['54/34662154_1981-01-15_2013.jpg'],32,0.0,[193. 208. 215. ...   4.   5.   9.]
['42/34663042_1984-05-25_2012.jpg'],28,0.0,[176. 177. 179. ...   3.   3.   3.]
['33/3466333_1948-06-19_2012.jpg'],64,1.0,[17. 17. 17. ... 51. 59. 48.]
['41/3467041_1969-08-27_2014.jpg'],45,0.0,[ 85. 146. 177. ...  19.  19.  29.]
['31/34672231_1971-09-01_2013.jpg'],42,1.0,[220. 213. 197. ... 227. 230. 239.]
['52/34672652_1957-07-13_2012.jpg'],55,0.0,[62. 63. 57. ... 90.  5. 10.]
['33/346733_1983-04-12_2011.jpg'],28,0.0,[ 31.  45.  30. ... 113. 142. 150.]
['21/3467421_1979-04-28_2007.jpg'],28,1.0,[128.  82.  32. ... 153. 158. 151.]
['04/34674904_1988-05-06_2014.jpg'],26,0.0,[187. 182. 178. ... 194. 202. 205.]
['73/346773_1969-01-28_2008.jpg'],39,1.0,[105. 109. 118. ... 170. 167. 160.]
['69/34678069_1991-12-05_2012.jpg'],21,1.0,[ 1.  2.  4. ... 60. 77. 69.]
['07/3468007_1986-08-17_2013.jpg'],27,1.0,[151. 117. 107. ...  24.   7. 103.]
['96/34680396_1984-11-15_2011.jpg'],27,1.0,[36. 38. 24. ... 48. 55. 39.]
['56/34680456_1953-12-03_2009.jpg'],56,1.0,[ 90.  67.  53. ... 150. 149. 147.]
['12/34680512_1976-11-16_2013.jpg'],37,1.0,[ 36. 132. 192. ...  30.  43.  75.]
['04/3468104_1981-01-02_2012.jpg'],31,1.0,[ 60.  34.  33. ... 217.  25.  38.]
['40/346840_1975-07-05_2011.jpg'],36,1.0,[255. 255. 255. ... 171. 177. 177.]
['54/346854_1926-08-07_2009.jpg'],83,1.0,[29. 20. 11. ... 43. 33. 34.]
['48/34686048_1931-09-12_1976.jpg'],45,1.0,[209. 209. 201. ...  96.  97.  81.]
['67/34686067_1921-09-09_1960.jpg'],39,1.0,[242. 242. 242. ... 242. 242. 242.]
['24/34686124_1929-10-18_1967.jpg'],38,0.0,[178. 178. 178. ... 163. 163. 163.]
['40/34687340_1990-07-03_2012.jpg'],22,1.0,[221. 222. 224. ...  11.  16.  20.]
['77/34687577_1993-06-04_2014.jpg'],21,1.0,[ 41.  40.  54. ...  22.  73. 165.]
['81/34688481_1986-07-29_2011.jpg'],25,0.0,[168. 210. 206. ... 236. 254. 142.]
['60/34689060_1992-02-11_2014.jpg'],22,1.0,[121.  49.  25. ... 250.  39.  30.]
['29/34689229_1995-02-07_2011.jpg'],16,0.0,[176. 174. 185. ... 223. 221. 224.]
['05/346905_1966-07-05_2009.jpg'],43,1.0,[197. 107.  96. ...  80. 127.  33.]
['45/34690845_1994-07-18_2012.jpg'],18,1.0,[201. 206. 202. ...  73.  64.  55.]
['69/34694269_1992-03-19_2014.jpg'],22,1.0,[ 66.  60.  38. ... 255. 255. 147.]
['40/34695340_1953-12-10_2013.jpg'],60,1.0,[210. 176. 209. ... 184. 181. 166.]
['54/34699854_1991-01-31_2012.jpg'],21,0.0,[193. 195. 194. ...  19.  21.  18.]
['89/44606289_1995-01-18_2014.jpg'],19,1.0,[114.  71.  39. ... 246. 207. 200.]
['87/44610887_1982-10-20_2011.jpg'],29,0.0,[229. 184. 151. ...  16.  19.  24.]
['20/4461320_1960-12-14_2007.jpg'],47,1.0,[156. 147. 138. ... 125. 135. 160.]
['20/44613620_1926-12-05_1950.jpg'],24,1.0,[190. 189. 135. ... 180.  76.  63.]
['64/44613764_1926-07-16_1950.jpg'],24,1.0,[ 46.  45.  50. ... 216. 218. 230.]
['90/44613890_1923-03-04_1950.jpg'],27,1.0,[224. 233. 204. ... 140.  31.  34.]
['20/44620220_1971-09-30_2014.jpg'],43,0.0,[209.  35.  44. ...  43.  41.  44.]
['58/44622958_1973-08-14_2011.jpg'],38,1.0,[127. 140. 149. ... 165. 145. 136.]
['09/44624009_1992-09-29_2015.jpg'],23,1.0,[179. 188. 157. ... 119. 185. 114.]
['61/4462661_1983-09-24_2008.jpg'],25,1.0,[208. 205. 198. ...  36.  38.  37.]
['48/44627548_1980-09-23_2013.jpg'],33,0.0,[54. 69. 98. ... 42. 35. 42.]
['06/4462806_1980-11-13_2011.jpg'],31,0.0,[255. 255. 255. ...  20.  19.  25.]
['01/4462901_1973-02-03_2010.jpg'],37,0.0,[117.  69.  33. ...  37.  32.  39.]
['81/44629181_1994-01-01_2015.jpg'],21,0.0,[ 13.  19.  33. ... 200.  73. 102.]
['30/4463130_1948-05-20_2009.jpg'],61,1.0,[56. 52. 53. ... 28. 26. 29.]
['34/44634_1911-03-26_1965.jpg'],54,1.0,[201. 201. 201. ...  18.  18.  18.]
['66/44636066_1963-05-13_2011.jpg'],48,1.0,[117.  97.  86. ... 105. 101.  89.]
['15/44636615_1926-08-07_1958.jpg'],32,1.0,[ 32.  32.  32. ... 114. 114. 114.]
['70/44636670_1937-02-24_2003.jpg'],66,1.0,[ 17.  21.  22. ... 204. 226. 249.]
['20/44636720_1954-03-10_2014.jpg'],60,0.0,[215. 124.  54. ... 227. 152. 123.]
['82/4463682_1976-05-21_2009.jpg'],33,0.0,[  5.   1.   0. ... 195. 128.  75.]
['88/44639388_1990-07-17_2013.jpg'],23,1.0,[255. 255. 255. ...  89.  94.  98.]
['52/44639552_1948-08-26_1976.jpg'],28,0.0,[221. 219. 220. ... 229. 230. 225.]
['80/4464080_1964-03-16_1998.jpg'],34,1.0,[234. 234. 236. ... 230. 240. 252.]
['68/446468_1961-07-23_2002.jpg'],41,1.0,[209. 198. 176. ...  87.  89.  75.]
['82/44648682_1931-06-30_2015.jpg'],84,1.0,[156.  92.  44. ... 192. 175. 149.]
['80/44649280_1995-02-18_2015.jpg'],20,1.0,[181.  78.  95. ...  28.  34.  68.]
['22/44649922_1974-07-07_2010.jpg'],36,1.0,[  3.   3.   3. ... 178.  76.   0.]
['14/4465014_1983-08-10_2009.jpg'],26,0.0,[ 33.  37.  36. ... 231. 168. 150.]
['18/446518_1956-11-20_2010.jpg'],54,0.0,[160. 167. 160. ...  60.  33.   6.]
['22/44653022_1997-08-29_2014.jpg'],17,1.0,[ 62.  92.  32. ... 217. 197.  50.]
['69/44656569_1926-05-12_1951.jpg'],25,1.0,[223. 224. 216. ...  60.  56.  47.]
['13/44657413_1968-01-25_1992.jpg'],24,1.0,[ 4.  9. 13. ... 19.  7. 11.]
['95/4465895_1962-09-02_2007.jpg'],45,1.0,[207. 213. 199. ...  26.  28.  27.]
['51/44661051_1917-01-18_2011.jpg'],94,1.0,[50. 56.  8. ... 25. 37. 63.]
['27/44668727_1987-01-06_2015.jpg'],28,1.0,[163. 153. 117. ...  18.  16.  19.]
['07/44671607_1974-07-21_2013.jpg'],39,0.0,[140. 140. 140. ... 191. 191. 191.]
['64/4467364_1972-03-06_2009.jpg'],37,1.0,[127. 129. 124. ... 103.  37.  39.]
['71/44674171_1951-12-14_1974.jpg'],23,1.0,[ 5.  5.  5. ... 19. 19. 19.]
['70/4467570_1959-07-03_2010.jpg'],51,1.0,[214. 238. 248. ... 205. 213. 172.]
['18/4467818_1883-03-23_1954.jpg'],71,1.0,[38. 38. 38. ... 89. 89. 89.]
['83/446783_1947-05-20_2011.jpg'],64,1.0,[198. 185. 150. ...  21.  17.  16.]
['95/44681795_1984-09-13_2015.jpg'],31,1.0,[188.  46.   0. ...  68.  81.  98.]
['68/4468368_1958-07-27_2013.jpg'],55,1.0,[ 48.  86. 135. ...  21.  76.  55.]
['54/44686954_1954-01-19_2014.jpg'],60,1.0,[190. 193. 202. ...  32.  36.  47.]
['14/446914_1921-08-26_2010.jpg'],89,1.0,[149. 130.  97. ...  14.  14.  14.]
['89/5461389_1981-11-26_2013.jpg'],32,0.0,[189. 166. 152. ... 147. 108.  77.]
['15/5461915_1931-06-15_1977.jpg'],46,1.0,[81. 81. 81. ... 53. 53. 53.]
['07/5462307_1915-01-26_1970.jpg'],55,0.0,[222. 222. 222. ... 223. 223. 223.]
['30/54630_1967-11-01_2013.jpg'],46,0.0,[195. 195. 161. ... 149. 151. 129.]
['22/546322_1956-05-04_2013.jpg'],57,1.0,[ 34.  35.  37. ... 128. 104.  80.]
['15/5465915_1983-08-05_2012.jpg'],29,0.0,[118.  61.  44. ...   5.  53.  29.]
['37/5467237_1971-10-05_2007.jpg'],36,0.0,[126.  29.  22. ...  54.  48.  50.]
['40/546740_1933-08-01_1975.jpg'],42,1.0,[0. 0. 0. ... 0. 0. 0.]
['15/5468615_1943-10-11_2007.jpg'],64,1.0,[128.  77.  50. ... 135. 131. 119.]
['56/5468856_1976-04-07_2009.jpg'],33,1.0,[105. 160.  67. ... 105. 155.  66.]
['80/5469480_1895-10-16_1944.jpg'],49,1.0,[120. 121. 126. ... 110. 109. 115.]
['40/5469540_1978-09-22_2014.jpg'],36,0.0,[171. 144.  89. ... 197. 151. 128.]
['37/6460137_1985-03-20_2013.jpg'],28,1.0,[252. 253. 255. ... 150. 160.  89.]
